OID,param,emissions
1198,Total,235.248092
1199,Total,709.550781
1200,Total,292.075042
1201,Total,335.922729
1202,Total,315.658477
1203,Total,401.776123
1204,Total,521.893066
1205,Total,416.033843
1206,Total,486.891754
1207,Total,140.530715
1208,Total,95.143234
1209,Total,72.857833
1210,Total,234.264144
1211,Total,187.545501
1212,Total,57.045722
1213,Total,182.094528
1214,Total,348.832641
1215,Total,328.182861
1216,Total,331.837036
1217,Total,378.485229
1218,Total,356.168029
1219,Total,74.178543
1222,Total,207.062454
1223,Total,219.021163
1224,Total,290.039459
1225,Total,97.144615
1226,Total,194.583923
1227,Total,317.639129
1228,Total,334.949493
1229,Total,303.674865
1230,Total,200.981811
1231,Total,499.32965
1232,Total,268.037658
1233,Total,338.951873
1234,Total,358.313568
1235,Total,218.730056
1236,Total,91.942916
1237,Total,59.065662
1238,Total,120.255294
1239,Total,234.753036
1240,Total,284.779541
1241,Total,224.695663
1242,Total,263.486297
1243,Total,89.860168
1244,Total,339.285278
1245,Total,501.753021
1246,Total,361.852569
1247,Total,400.592163
1248,Total,408.440124
1249,Total,401.202087
1250,Total,135.305038
1251,Total,252.616897
1252,Total,510.202972
1253,Total,280.580688
1254,Total,300.25003
1255,Total,328.406921
1256,Total,282.61975
1257,Total,404.580749
1258,Total,169.671478
1259,Total,319.539093
1260,Total,288.761505
1261,Total,260.04483
1262,Total,284.569427
1263,Total,238.638275
1264,Total,508.563476
1265,Total,528.522521
1266,Total,257.827239
1267,Total,325.391052
1268,Total,300.450805
1269,Total,182.87355
1270,Total,316.287597
1271,Total,363.409149
1272,Total,350.740447
1273,Total,349.534912
1274,Total,347.734008
1275,Total,350.963226
1276,Total,304.858642
1277,Total,79.861022
1278,Total,128.771347
1279,Total,458.257507
1280,Total,415.099975
1281,Total,374.9057
1282,Total,413.505126
1283,Total,290.123382
1284,Total,183.367004
1285,Total,294.721496
1286,Total,298.125671
1287,Total,338.841644
1288,Total,295.904113
1289,Total,356.564147
1290,Total,211.158706
1291,Total,313.437042
1292,Total,324.771972
1293,Total,122.382385
1294,Total,361.251617
1295,Total,322.644165
1296,Total,366.305999
1297,Total,330.206878
1298,Total,98.649246
1299,Total,134.008941
1300,Total,144.276138
1301,Total,598.034118
1302,Total,109.928657
1303,Total,54.166076
1304,Total,67.664001
1305,Total,98.79866
1306,Total,153.851333
1307,Total,359.437408
1308,Total,308.316192
1309,Total,249.253265
1310,Total,250.611068
1311,Total,356.206542
1312,Total,336.039306
1313,Total,456.619476
1314,Total,128.25473
1315,Total,244.31282
1316,Total,315.810546
1317,Total,383.337768
1318,Total,426.84082
1319,Total,360.381408
1320,Total,279.297363
1321,Total,286.305786
1322,Total,313.503173
1323,Total,201.215484
1324,Total,257.104187
1325,Total,322.984069
1326,Total,437.206054
1327,Total,384.075317
1328,Total,359.182769
1329,Total,381.804321
1330,Total,164.750473
1331,Total,359.599945
1332,Total,328.294403
1333,Total,373.561248
1334,Total,218.55812
1335,Total,128.037734
1336,Total,155.581069
1337,Total,85.536346
1338,Total,96.856559
1339,Total,132.652572
1340,Total,114.276748
1341,Total,252.485641
1342,Total,126.459632
1343,Total,327.782562
1344,Total,280.945007
1345,Total,307.600097
1346,Total,231.373855
1347,Total,182.136734
1348,Total,236.911895
1349,Total,336.086761
1350,Total,293.446899
1351,Total,469.805358
1352,Total,489.514434
1353,Total,166.530197
1354,Total,102.279182
1355,Total,430.538909
1356,Total,428.238128
1357,Total,380.016113
1358,Total,428.981842
1359,Total,96.707534
1360,Total,185.334365
1361,Total,156.528991
1362,Total,155.273239
1363,Total,247.185394
1364,Total,217.136184
1365,Total,392.239532
1366,Total,443.740692
1367,Total,422.707397
1368,Total,276.18402
1369,Total,177.500244
1370,Total,256.670989
1371,Total,304.053588
1372,Total,218.852691
1373,Total,124.949882
1374,Total,186.713455
1375,Total,226.741317
1376,Total,74.393402
1377,Total,108.059249
1378,Total,149.552429
1379,Total,54.785106
1380,Total,485.178222
1381,Total,368.652008
1382,Total,273.127868
1383,Total,321.327087
1384,Total,256.676208
1385,Total,332.053863
1386,Total,482.121368
1387,Total,315.310913
1388,Total,190.531723
1389,Total,126.475799
1390,Total,213.743591
1391,Total,227.314743
1392,Total,322.320739
1393,Total,412.683776
1394,Total,403.728027
1395,Total,371.50531
1396,Total,94.093093
1397,Total,441.11972
1398,Total,371.487335
1399,Total,372.570037
1400,Total,265.686553
1401,Total,158.534759
1402,Total,237.717788
1403,Total,119.572341
1404,Total,290.417541
1405,Total,403.467163
1406,Total,418.06958
1407,Total,516.834655
1408,Total,348.068359
1409,Total,452.301208
1410,Total,155.602676
1411,Total,131.148971
1412,Total,175.447692
1413,Total,249.228454
1414,Total,335.671173
1415,Total,209.80307
1416,Total,302.949005
1417,Total,161.335205
1418,Total,131.521652
1419,Total,245.995819
1420,Total,103.638488
1421,Total,102.22805
1422,Total,159.553894
1423,Total,486.560272
1424,Total,567.494873
1425,Total,182.341445
1426,Total,105.625686
1429,Total,182.070938
1430,Total,247.33702
1431,Total,254.516586
1432,Total,254.783767
1433,Total,303.300018
1434,Total,240.110351
1435,Total,272.221649
1436,Total,223.155761
1437,Total,255.282394
1438,Total,407.819244
1439,Total,427.866577
1440,Total,459.071746
1441,Total,490.24942
1442,Total,94.01361
1443,Total,356.455169
1444,Total,364.272491
1445,Total,333.267333
1446,Total,225.821395
1447,Total,277.555694
1448,Total,119.516769
1449,Total,301.772369
1450,Total,420.883483
1451,Total,395.030364
1452,Total,435.541412
1453,Total,429.612701
1454,Total,449.096801
1455,Total,455.404052
1456,Total,173.221084
1457,Total,128.992752
1458,Total,164.746994
1459,Total,163.611328
1460,Total,187.847335
1461,Total,358.217864
1462,Total,364.190216
1463,Total,194.554229
1464,Total,129.706146
1465,Total,105.296607
1466,Total,74.01036
1467,Total,154.434173
1468,Total,118.331794
1469,Total,144.934173
1470,Total,340.71408
1471,Total,300.13269
1472,Total,82.525421
1473,Total,326.364166
1474,Total,321.404602
1475,Total,428.523956
1476,Total,397.613281
1477,Total,295.043609
1478,Total,306.920318
1479,Total,233.354019
1480,Total,292.204956
1481,Total,280.923156
1482,Total,410.738464
1483,Total,327.765808
1484,Total,230.881149
1485,Total,243.62648
1486,Total,464.755859
1487,Total,458.970153
1488,Total,599.912109
1489,Total,115.745788
1490,Total,73.893539
1491,Total,475.617034
1492,Total,401.105316
1493,Total,200.50682
1494,Total,199.263427
1495,Total,95.233314
1496,Total,222.124084
1497,Total,403.947418
1498,Total,411.032897
1499,Total,342.015014
1500,Total,531.825683
1501,Total,475.230895
1502,Total,400.807495
1503,Total,396.385009
1504,Total,300.547668
1505,Total,167.180221
1506,Total,155.236846
1507,Total,230.246429
1508,Total,187.776519
1509,Total,250.013412
1510,Total,294.379638
1511,Total,178.404312
1512,Total,223.951736
1513,Total,335.053985
1514,Total,133.536071
1515,Total,229.267929
1516,Total,119.361083
1517,Total,74.808876
1518,Total,52.574905
1519,Total,430.872192
1520,Total,75.02359
1521,Total,164.467422
1522,Total,240.205825
1523,Total,334.35971
1524,Total,333.7276
1525,Total,373.894226
1526,Total,394.501281
1527,Total,393.429656
1528,Total,431.442504
1529,Total,426.100677
1530,Total,266.969573
1531,Total,166.9234
1532,Total,313.950378
1533,Total,255.782089
1534,Total,231.693084
1535,Total,242.64151
1536,Total,488.672912
1537,Total,500.774291
1538,Total,539.699096
1539,Total,52.545459
1540,Total,131.216903
1541,Total,541.210632
1542,Total,581.344177
1543,Total,133.364379
1544,Total,120.86116
1547,Total,400.756042
1548,Total,428.958099
1549,Total,411.338836
1550,Total,440.362884
1551,Total,421.780242
