OID,param,emissions
1396,Total,42.845928
1397,Total,252.588806
1398,Total,155.883148
1399,Total,124.378425
1400,Total,88.285324
1401,Total,79.893882
1402,Total,140.55397
1403,Total,121.810913
1404,Total,128.365066
1405,Total,143.26889
1406,Total,171.530426
1407,Total,175.443847
1408,Total,176.159622
1409,Total,123.23645
1410,Total,19.00238
1411,Total,6.262714
1412,Total,6.404707
1413,Total,12.1696
1414,Total,52.630405
1415,Total,53.621456
1416,Total,94.778991
1417,Total,54.831897
1418,Total,73.544815
1419,Total,108.983947
1420,Total,50.650337
1421,Total,54.10699
1422,Total,12.597316
1423,Total,57.977752
1424,Total,64.163253
1425,Total,11.816796
1426,Total,70.412551
1427,Total,76.660301
1428,Total,56.3498
1429,Total,352.258392
1430,Total,415.567993
1431,Total,426.851257
1432,Total,337.512969
1433,Total,328.236572
1434,Total,309.568817
1435,Total,527.814636
1436,Total,385.510345
1437,Total,193.526977
1438,Total,222.875122
1439,Total,188.437744
1440,Total,190.149185
1441,Total,283.929595
1442,Total,26.375946
1443,Total,173.795745
1444,Total,177.673431
1445,Total,129.378448
1446,Total,83.954841
1447,Total,105.645545
1448,Total,123.849182
1449,Total,161.074722
1450,Total,205.283905
1451,Total,155.708969
1452,Total,167.536132
1453,Total,175.753295
1454,Total,175.387954
1455,Total,119.848182
1456,Total,19.932024
1457,Total,16.036188
1458,Total,5.710854
1459,Total,5.188323
1460,Total,12.096014
1461,Total,85.348236
1462,Total,76.088882
1463,Total,59.760242
1464,Total,49.957981
1465,Total,40.173019
1466,Total,47.182357
1467,Total,59.737827
1468,Total,49.484436
1469,Total,7.67119
1470,Total,26.312253
1471,Total,24.276704
1472,Total,90.65792
1473,Total,281.099212
1474,Total,242.77005
1475,Total,503.809906
1476,Total,518.053649
1477,Total,510.920471
1478,Total,459.986938
1479,Total,462.272338
1480,Total,372.188781
1481,Total,331.77655
1482,Total,320.691345
1483,Total,160.983612
1484,Total,126.000457
1485,Total,219.505874
1486,Total,207.093429
1487,Total,180.943405
1488,Total,251.101745
1489,Total,87.101753
1490,Total,51.482707
1491,Total,307.043975
1492,Total,192.333938
1493,Total,123.033889
1494,Total,131.540374
1495,Total,94.225723
1496,Total,145.026351
1497,Total,214.868789
1498,Total,200.713027
1499,Total,144.076919
1500,Total,139.386871
1501,Total,151.887542
1502,Total,181.941131
1503,Total,119.677833
1504,Total,34.260044
1505,Total,8.480199
1506,Total,54.356285
1507,Total,63.880725
1508,Total,10.712519
1509,Total,32.111583
1510,Total,35.323013
1511,Total,52.372013
1512,Total,84.620323
1513,Total,120.951141
1514,Total,61.731605
1515,Total,82.857246
1516,Total,54.182594
1517,Total,41.659896
1518,Total,29.902889
1519,Total,55.345237
1520,Total,47.852794
1521,Total,272.638946
1522,Total,350.404235
1523,Total,249.27716
1524,Total,249.296295
1525,Total,229.431091
1526,Total,460.550415
1527,Total,442.813323
1528,Total,304.604339
1529,Total,317.78244
1530,Total,213.966873
1531,Total,102.57463
1532,Total,134.358657
1533,Total,192.362396
1534,Total,157.25296
1535,Total,214.383026
1536,Total,197.840133
1537,Total,203.100143
1538,Total,300.391113
1539,Total,30.626623
1540,Total,58.244369
1541,Total,258.291809
1542,Total,200.412124
1543,Total,96.202255
1544,Total,76.613243
