OID,param,emissions
1390,Total,13.132134
1391,Total,14.570587
1392,Total,19.749467
1393,Total,12.888857
1394,Total,17.568864
1395,Total,15.775065
1396,Total,7.797208
1397,Total,11.090762
1398,Total,12.416391
1399,Total,11.659016
1400,Total,10.101825
1401,Total,7.936759
1402,Total,12.975004
1403,Total,11.04559
1404,Total,9.53357
1405,Total,13.117849
1406,Total,13.73145
1407,Total,16.965009
1408,Total,12.085333
1409,Total,14.273022
1410,Total,9.032258
1411,Total,3.476938
1412,Total,5.850122
1413,Total,3.182145
1414,Total,7.839762
1415,Total,8.492897
1416,Total,9.19275
1417,Total,5.731835
1418,Total,3.031944
1419,Total,11.906116
1420,Total,4.145016
1421,Total,3.257094
1422,Total,5.060701
1423,Total,24.520778
1424,Total,23.338857
1425,Total,17.240175
1426,Total,8.487316
1427,Total,13.527887
1428,Total,38.170078
1429,Total,14.154185
1430,Total,15.568844
1431,Total,17.315681
1432,Total,9.804349
1433,Total,10.598458
1434,Total,17.383159
1435,Total,14.353923
1436,Total,13.80455
1437,Total,11.325398
1438,Total,19.853481
1439,Total,15.549544
1440,Total,14.800096
1441,Total,13.35124
1442,Total,3.892576
1443,Total,9.140753
1444,Total,10.728602
1445,Total,10.508577
1446,Total,8.39953
1447,Total,7.880597
1448,Total,11.466105
1449,Total,9.705198
1450,Total,13.594489
1451,Total,16.920928
1452,Total,11.910811
1453,Total,16.597789
1454,Total,16.327098
1455,Total,23.032188
1456,Total,12.170391
1457,Total,8.416164
1458,Total,2.635313
1459,Total,2.106981
1460,Total,3.572526
1461,Total,9.456974
1462,Total,7.249135
1463,Total,4.979674
1464,Total,4.476142
1465,Total,4.362454
1466,Total,4.100723
1467,Total,5.324782
1468,Total,4.574773
1469,Total,5.665501
1470,Total,11.740099
1471,Total,17.142751
1472,Total,11.478973
1473,Total,12.203326
1474,Total,13.49605
1475,Total,28.551744
1476,Total,20.474647
1477,Total,16.933752
1478,Total,19.411125
1479,Total,21.273252
1480,Total,10.862855
1481,Total,15.929187
1482,Total,9.973756
1483,Total,10.761092
1484,Total,9.606962
1485,Total,12.476674
1486,Total,20.823196
1487,Total,10.299243
1488,Total,11.283175
1489,Total,17.775978
1490,Total,6.35378
1491,Total,8.461342
1492,Total,17.059326
1493,Total,14.26757
1494,Total,14.972433
1495,Total,12.576213
1496,Total,12.026183
1497,Total,9.434146
1498,Total,20.439941
1499,Total,10.075112
1500,Total,9.410113
1501,Total,10.564524
1502,Total,17.683292
1503,Total,22.945812
1504,Total,11.658939
1505,Total,2.932336
1506,Total,2.679513
1507,Total,3.391625
1508,Total,2.993679
1509,Total,4.018878
1510,Total,4.207023
1511,Total,6.296173
1512,Total,10.985733
1513,Total,11.449265
1514,Total,11.059866
1515,Total,5.061652
1516,Total,6.025252
1517,Total,4.026134
1518,Total,2.357851
1519,Total,8.484703
1520,Total,6.520282
