OID,density
2026,577.368957
2027,479.723785
2028,682.607055
2029,159.00949
2030,727.202148
2031,28.798641
2032,252.908004
2033,200.803421
2034,183.865158
2035,640.480773
2036,835.064697
2037,766.489379
2038,610.20404
2039,492.718688
2040,585.861267
2041,508.869079
2042,508.882446
2043,845.848388
2044,77.371246
2045,433.274536
2046,69.88031
2047,190.773742
2048,711.06958
2049,792.809936
2050,845.044982
2051,710.918579
2052,596.690307
2053,561.485473
2054,662.005981
2055,689.911376
2056,740.65155
2057,703.917419
2058,722.560729
2059,898.852905
2060,832.656616
2061,277.451324
2062,353.495391
2063,214.717117
2064,756.901306
2065,1110.8302
2066,749.100952
2067,995.050964
2068,757.723815
2069,606.291748
2070,564.746887
2071,672.757324
2072,717.558349
2073,848.64392
2074,772.271972
2075,740.125915
2076,700.131896
2077,601.595642
2078,327.572998
2079,369.185455
2080,382.478851
2081,125.999382
2082,541.601806
2083,899.94873
2084,1088.238891
2085,1114.914916
2086,1102.025146
2087,858.48645
2088,641.497924
2089,593.299499
2090,625.512817
2091,754.032958
2092,814.910278
2093,689.455871
2094,749.067565
2095,626.555725
2096,519.686157
2097,581.801147
2098,142.315246
2099,145.729568
2100,222.904617
2101,492.518981
2102,723.155395
2103,922.997497
2104,1008.639831
2105,1077.02124
2106,992.493957
2107,864.54364
2108,877.131958
2109,673.913635
2110,620.539672
2111,593.932373
2112,832.121154
2113,763.270874
2114,764.729309
2115,713.226501
2116,639.724731
2117,582.282836
2118,544.639038
2119,63.255962
2120,34.051456
2121,170.674087
2122,361.049591
2123,492.518981
2124,723.155395
2125,922.997497
2126,1008.639831
2127,1077.02124
2128,992.493957
2129,864.54364
2130,901.418884
2131,744.461303
2132,539.836059
2133,590.033935
2134,816.872436
2135,860.157348
2136,780.80902
2137,752.021057
2138,836.842712
2139,689.38092
2140,515.885253
2141,146.697097
2142,31.137628
2143,154.682708
2144,745.830932
2145,1123.612304
2146,1109.347778
2147,989.5531
2148,995.795776
2149,1080.969116
2150,962.999084
2151,871.780456
2152,901.418884
2153,744.461303
2154,539.836059
2155,590.033935
2156,816.872436
2157,860.157348
2158,780.80902
2159,752.021057
2160,836.842712
2161,689.38092
2162,515.885253
2163,146.697097
2164,31.137628
2165,29.235572
2166,619.543457
2167,955.513
2168,1086.820922
2169,1028.027709
2170,968.135742
2171,929.844116
2172,1020.404785
2173,841.157958
2174,730.11322
2175,704.986694
2176,681.545898
2177,624.582702
2178,499.280303
2179,726.498901
2180,884.807189
2181,988.587402
2182,695.094665
2183,483.53897
2184,556.757446
2185,223.314331
2186,58.90195
2187,200.278442
2188,893.323791
2189,1172.021728
2190,1183.200317
2191,1020.339172
2192,1021.911315
2193,903.20288
2194,816.596191
2195,773.808227
2196,606.455932
2197,667.031921
2198,566.477233
2199,489.395294
2200,896.729614
2201,675.453796
2202,284.515411
2203,228.299545
2204,122.563232
2205,352.78659
2206,214.837249
2207,143.637451
2208,171.885299
2209,803.137268
2210,1148.206176
2211,1104.759765
2212,1091.924438
2213,1136.631835
2214,823.908264
2215,748.338256
2216,739.255371
2217,604.252319
2218,630.057617
2219,509.236785
2220,730.698364
2221,494.276428
2222,114.114257
2223,312.108551
2224,202.276855
2225,188.982604
2226,406.256591
2227,811.217285
2228,925.577331
2229,846.441467
2230,647.123291
2231,764.146057
2232,771.236938
2233,620.428466
2234,437.31369
2235,666.959716
2236,701.258117
2237,115.810066
2238,161.239822
2239,454.65158
2240,659.951538
2241,625.93988
2242,571.048217
2243,377.83908
2244,437.558135
2245,274.310241
2246,146.778839
2247,657.305664
2248,392.570922
2249,214.09906
2250,872.581481
2251,961.827514
2252,483.159881
2253,140.720962
2254,856.873046
2255,790.735839
2256,138.044647
2257,201.112319
2258,303.006683
2259,761.521423
2260,566.951965
2261,323.080047
2262,326.406829
2263,161.348693
2264,409.280487
2265,304.816406
2266,224.939834
2267,286.29425
