OID,param,density
1836,,290.546539
1837,,262.420654
1838,,294.190826
1839,,313.987304
1840,,286.936065
1841,,459.474395
1842,,350.871337
1843,,264.480743
1844,,226.458419
1845,,329.175567
1846,,60.040615
1847,,267.882019
1848,,310.794189
1849,,297.528747
1850,,262.880065
1851,,369.112213
1852,,303.354034
1853,,237.486068
1854,,209.825149
1855,,207.808853
1856,,214.803176
1857,,180.028747
1858,,195.966537
1859,,199.198471
1860,,202.066024
1861,,166.964889
1862,,148.393493
1863,,104.672897
1864,,99.613166
1865,,85.906341
1866,,113.282539
1867,,156.865798
1868,,143.886718
1869,,154.177642
1870,,184.218521
1871,,180.467041
1872,,175.594909
1873,,116.603958
1874,,110.351234
1875,,106.229621
1876,,125.05175
1877,,124.768165
1878,,96.708076
1879,,106.727066
1880,,168.46466
1881,,284.90274
1882,,167.07994
1883,,217.444549
1884,,249.577972
1885,,254.940231
1886,,260.302795
1887,,248.49501
1888,,341.026123
1889,,338.388671
1890,,280.453735
1891,,266.347473
1892,,336.813629
1893,,327.761962
1894,,401.860473
1895,,27.784357
1896,,103.953956
1897,,269.760009
1898,,312.87152
1899,,345.425628
1900,,205.899261
1901,,173.294601
1902,,181.337265
1903,,217.140838
1904,,245.025253
1905,,185.455352
1906,,192.463378
1907,,194.209579
1908,,201.486068
1909,,189.501907
1910,,152.001983
1911,,93.820388
1912,,99.307899
1913,,49.683952
1914,,76.905578
1915,,137.9664
1916,,162.414306
1917,,178.151885
1918,,138.015701
1919,,140.6604
1920,,143.798751
1921,,129.041564
1922,,93.550407
1923,,118.783531
1924,,146.827667
1925,,202.402221
1926,,139.693954
1927,,98.085037
1928,,47.898532
1929,,31.265033
1930,,382.439361
1931,,237.542984
1932,,239.565078
1933,,258.682434
1934,,272.139312
1935,,236.033767
1936,,248.487686
1937,,329.742279
1938,,296.89685
1939,,348.081054
1940,,291.879791
1941,,316.592376
1942,,280.825378
1943,,362.150665
1944,,88.977806
1945,,113.623954
1946,,275.792358
1947,,278.192108
1948,,296.854644
1949,,215.592391
1950,,207.870513
1951,,195.396987
1952,,234.641921
1953,,212.890197
1954,,171.89949
1955,,141.809585
1956,,187.213211
1957,,138.179397
1958,,170.7518
1959,,148.649215
1960,,116.119392
1961,,75.124176
1962,,73.399246
1963,,196.656875
1964,,184.751571
1965,,173.359207
1966,,123.416641
1967,,121.029304
1968,,100.975608
1969,,101.589538
1970,,83.150177
1971,,99.237777
1972,,124.829223
1973,,92.516242
1974,,158.396301
1975,,42.68655
1976,,378.798583
1977,,298.824951
1978,,229.794052
1979,,222.99858
1980,,274.699737
1981,,217.123092
1982,,252.363616
1983,,276.914825
1984,,303.82666
1985,,286.694824
1986,,299.270233
1987,,352.562896
1988,,356.992523
1989,,339.582977
1990,,180.284591
1991,,114.291358
1992,,193.931991
1993,,246.034011
1994,,275.250335
1995,,202.511962
1996,,143.948913
1997,,118.595336
1998,,101.79409
1999,,26.481647
2000,,59.476104
2001,,81.216003
2002,,55.745025
2003,,18.821367
2004,,19.044824
2005,,267.31781
2006,,307.277343
2007,,315.717407
2008,,270.233642
2009,,322.828979
2010,,381.646972
2011,,353.636413
2012,,364.078674
2013,,430.48117
2014,,70.391304
2015,,342.622558
2016,,219.761764
2017,,67.310691
2018,,54.472881
2019,,260.148132
2020,,317.356323
2021,,338.116607
2022,,310.203399
2023,,293.521148
2024,,312.550567
2025,,370.333465
2026,,352.094482
2027,,354.049255
2028,,433.005615
2029,,52.843441
2030,,318.654541
2031,,122.006362
2032,,279.405059
2033,,232.924057
2034,,231.364257
2035,,342.804595
2036,,340.626098
2037,,268.242492
2038,,298.473937
2039,,343.820129
2040,,323.343048
2041,,343.784088
2042,,347.170959
2043,,421.380126
2044,,22.145345
2045,,152.53157
2046,,242.302886
2047,,252.213378
2048,,306.062622
2049,,402.896606
2050,,411.133666
2051,,366.623077
2052,,330.464691
2053,,283.865386
2054,,271.083465
2055,,293.721099
2056,,364.265289
2057,,307.995483
2058,,315.473815
2059,,429.054443
2060,,334.891693
2061,,122.021911
2062,,138.717651
2063,,306.815765
2064,,381.260986
2065,,383.651214
2066,,223.782333
2067,,420.068328
2068,,360.079986
2069,,317.275177
2070,,293.31668
2071,,351.2229
2072,,304.273834
2073,,338.755523
2074,,354.04956
2075,,342.200439
2076,,338.028198
2077,,265.477844
2078,,191.709564
2079,,164.957107
2080,,290.74765
2081,,192.977386
2082,,320.624603
2083,,319.592712
2084,,363.748687
2085,,386.340728
2086,,418.834381
2087,,328.872253
2088,,336.224761
2089,,324.234527
2090,,288.552246
2091,,349.686035
2092,,336.536102
2093,,311.186065
2094,,410.261352
2095,,266.245697
2096,,264.636291
2097,,314.744964
2098,,68.883438
2099,,145.125091
2100,,355.608428
2101,,310.297698
2102,,318.261352
2103,,299.098937
2104,,334.87976
2105,,347.436614
2106,,362.182464
2107,,313.179016
2108,,330.931823
2109,,259.111267
2110,,278.468292
2111,,248.571762
2112,,379.11737
2113,,335.648712
2114,,360.736267
2115,,282.187133
2116,,232.289047
2117,,245.651885
2118,,260.635467
2119,,27.103633
2120,,40.799671
2121,,306.145111
2122,,309.49295
2123,,310.297698
2124,,318.261352
2125,,299.098937
2126,,334.87976
2127,,347.436614
2128,,362.182464
2129,,313.179016
2130,,342.334472
2131,,311.658599
2132,,252.278411
2133,,234.801666
2134,,365.348937
2135,,343.136627
2136,,223.559417
2137,,252.932281
2138,,318.386993
2139,,293.26651
2140,,310.629241
2141,,94.208915
2142,,34.760192
2143,,301.680267
2144,,302.115051
2145,,363.487365
2146,,323.20758
2147,,314.406036
2148,,324.812774
2149,,363.837005
2150,,363.44876
2151,,296.649078
2152,,342.334472
2153,,311.658599
2154,,252.278411
2155,,234.801666
2156,,365.348937
2157,,343.136627
2158,,223.559417
2159,,252.932281
2160,,318.386993
2161,,293.26651
2162,,310.629241
2163,,94.208915
2164,,34.760192
2165,,33.878086
2166,,310.314025
2167,,330.73767
2168,,346.785247
2169,,345.649658
2170,,338.129486
2171,,346.578857
2172,,344.654022
2173,,303.916748
2174,,302.004608
2175,,258.608703
2176,,277.42453
2177,,246.234909
2178,,200.57106
2179,,239.523208
2180,,311.658294
2181,,340.498199
2182,,226.615783
2183,,249.747573
2184,,321.572174
2185,,200.863021
2186,,70.818222
2187,,339.470458
2188,,296.092102
2189,,361.200836
2190,,361.50354
2191,,281.639068
2192,,340.886657
2193,,322.129119
2194,,282.43399
2195,,315.591461
2196,,288.910186
2197,,275.23999
2198,,246.462326
2199,,144.326828
2200,,292.17752
2201,,286.45401
2202,,192.928878
2203,,177.727584
2204,,177.703094
2205,,267.171997
2206,,253.963455
2207,,294.635986
2208,,348.810699
2209,,329.966796
2210,,384.324768
2211,,353.627563
2212,,344.732208
2213,,363.67453
2214,,248.643585
2215,,269.338684
2216,,255.132858
2217,,267.168273
2218,,296.409698
2219,,257.365173
2220,,228.101715
2221,,237.738296
2222,,209.472793
2223,,258.684906
2224,,269.278839
2225,,381.991638
2226,,383.800201
2227,,290.404418
2228,,303.565979
2229,,257.85617
2230,,195.921936
2231,,273.575195
2232,,289.016113
2233,,314.821838
2234,,223.433685
2235,,250.443206
2236,,271.705047
2237,,726.011352
2238,,209.246887
2239,,269.230346
2240,,237.179779
2241,,201.179275
2242,,209.438873
2243,,207.060791
2244,,296.069488
2245,,247.005447
2246,,139.96614
2247,,275.796722
2248,,230.266021
2249,,238.38031
2250,,278.820892
2251,,308.877166
2252,,395.906219
2253,,153.151672
2254,,308.796752
2255,,292.961822
2256,,206.749908
2257,,137.912673
2258,,212.489517
2259,,309.492462
2260,,383.459838
2261,,415.752227
2262,,244.390106
2263,,165.951736
2264,,268.104644
2265,,204.638107
2266,,318.037292
2267,,263.28543
